title,author_name,author_birth_year,author_death_year,translators,subjects,bookshelves,copyright,download_count
Kim,"Kipling, Rudyard",1865,1936,,"Adventure stories, Boys -- Fiction, India -- Fiction, Irish -- India -- Fiction, Lamas -- Fiction, Orphans -- Fiction, Spy stories","Adventure, Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature, Children's Literature, Movie Books, Scouts",False,1657
Rilla of Ingleside,"Montgomery, L. M. (Lucy Maud)",1874,1942,,"Country life -- Canada -- Juvenile fiction, Prince Edward Island -- Juvenile fiction, World War, 1914-1918 -- Prince Edward Island -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: History - General, Canada, Children's Literature",False,1655
Howards End,"Forster, E. M. (Edward Morgan)",1879,1970,,"Country homes -- Fiction, Domestic fiction, England -- Fiction, Illegitimate children -- Fiction, Inheritance and succession -- Fiction, Remarried people -- Fiction, Sisters -- Fiction, Social classes -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,1642
"A crown of shame, volume 1 (of 3)","Marryat, Florence",1837,1899,,"Illegitimate children -- Fiction, Man-woman relationships -- Fiction, Plantation life -- Fiction, West Indies -- Fiction",,False,1628
"The motion picture chums' new idea : $b or, The first educational photo playhouse","Appleton, Victor",,,,"Boston (Mass.) -- Juvenile fiction, Motion picture theater managers -- Juvenile fiction, Motion picture theaters -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Performing Arts/Film",False,1614
Le avventure di Pinocchio: Storia di un burattino,"Collodi, Carlo",1826,1890,,"Fairy tales, Pinocchio (Fictitious character) -- Juvenile fiction, Puppets -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature, IT Letteratura per ragazzi",False,1558
The house at Pooh Corner,"Milne, A. A. (Alan Alexander)",1882,1956,,"Animals -- Juvenile fiction, Christopher Robin (Fictitious character) -- Juvenile fiction, Eeyore (Fictitious character) -- Juvenile fiction, Piglet (Fictitious character) -- Juvenile fiction, Teddy bears -- Juvenile fiction, Toys -- Juvenile fiction, Winnie-the-Pooh (Fictitious character) -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,1554
Jude the Obscure,"Hardy, Thomas",1840,1928,,"Adultery -- Fiction, Children -- Death -- Fiction, Didactic fiction, Illegitimate children -- Fiction, Love stories, Stonemasons -- Fiction, Unmarried couples -- Fiction, Wessex (England) -- Fiction","Banned Books from Anne Haight's list, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,1547
The Story of the Three Little Pigs,"Brooke, L. Leslie (Leonard Leslie)",1862,1940,,Fairy tales,"Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Picture Books",False,1542
The Tale of Squirrel Nutkin,"Potter, Beatrix",1866,1943,,Squirrels -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Picture Books",False,1521
Poems Every Child Should Know: The What-Every-Child-Should-Know-Library,N/A,N/A,N/A,,"American poetry, English poetry","Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Anthologies",False,1502
"The Underground Railroad: A Record of Facts, Authentic Narratives, Letters, &c., Narrating the Hardships, Hair-Breadth Escapes and Death Struggles of the Slaves in Their Efforts for Freedom, As Related by Themselves and Others, or Witnessed by the Author.","Still, William",1821,1902,,"Abolitionists -- United States -- Biography, Antislavery movements -- United States -- History -- 19th century, Fugitive slaves -- United States -- Biography, Fugitive slaves -- United States -- History -- 19th century, Underground Railroad","African American Writers, Browsing: Biographies, Browsing: Culture/Civilization/Society, Browsing: History - American, Children's History, Slavery",False,1489
"My friend Doggie; or, An only child","Glasgow, G. R. (Geraldine Robertson)",,,,"Children -- Conduct of life -- Juvenile fiction, Children's stories, Christmas -- Juvenile fiction, Gifts -- Juvenile fiction, Pets -- Juvenile fiction",,False,1479
Mansfield Park,"Austen, Jane",1775,1817,,"Adoptees -- Fiction, Children of the rich -- Fiction, Country homes -- Fiction, Cousins -- Fiction, Domestic fiction, England -- Fiction, Love stories, Uncles -- Fiction, Young women -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,1473
The Story of Mankind,"Van Loon, Hendrik Willem",1882,1944,,"World history, World history -- Juvenile literature","Bestsellers, American, 1895-1923, Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: History - General, Children's History",False,1455
The Velveteen Rabbit,"Bianco, Margery Williams",1881,1944,,"Rabbits -- Juvenile fiction, Toys -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Literature",False,1455
The Burgess Bird Book for Children,"Burgess, Thornton W. (Thornton Waldo)",1874,1965,,Birds -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: Nature/Gardening/Animals, Browsing: Science - General",False,1444
Max und Moritz: Eine Bubengeschichte in sieben Streichen,"Busch, Wilhelm",1832,1908,,"Children's poetry, German, Practical jokes -- Juvenile poetry, Wit and humor","Browsing: Children & Young Adult Reading, Browsing: Humour, Browsing: Poetry, Children's Picture Books, DE Kinderbuch, DE Lyrik",False,1443
"Uncle Remus, his songs and his sayings","Harris, Joel Chandler",1848,1908,,"African American men -- Literary collections, African Americans -- Folklore -- Literary collections, African Americans -- Songs and music, Animals -- Folklore -- Literary collections, Georgia -- Literary collections, Plantation life -- Literary collections, Remus, Uncle (Fictitious character) -- Literary collections","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Literature, Children's Literature",False,1440
"Boy Scouts Handbook: The First Edition, 1911",Boy Scouts of America,,,,"Boy Scouts -- United States -- Handbooks, manuals, etc., Boy Scouts of America -- Handbooks, manuals, etc.","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Teaching & Education, Scouts",False,1439
The Little Red Hen: An Old English Folk Tale,N/A,N/A,N/A,,"Animals -- Juvenile fiction, Chickens -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Picture Books",False,1427
Grimm's Fairy Stories,"Grimm, Jacob",1785,1863,,"Fairy tales, Fairy tales -- Germany","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Literature",False,1424
The Story of Doctor Dolittle,"Lofting, Hugh",1886,1947,,"Animals -- Juvenile fiction, Fantasy literature, Human-animal communication -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature, Children's Literature",False,1409
The Tale of Tom Kitten,"Potter, Beatrix",1866,1943,,"Cats -- Juvenile fiction, Kittens -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Children's Picture Books",False,1399
Le avventure di Pinocchio,"Collodi, Carlo",1826,1890,,"Fairy tales, Pinocchio (Fictitious character) -- Juvenile fiction, Puppets -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Literature, IT Letteratura per ragazzi",False,1389
"Adventures of Huckleberry Finn, Chapters 01 to 05","Twain, Mark",1835,1910,,"Adventure stories, Bildungsromans, Boys -- Fiction, Finn, Huckleberry (Fictitious character) -- Fiction, Fugitive slaves -- Fiction, Humorous stories, Male friendship -- Fiction, Mississippi River -- Fiction, Missouri -- Fiction, Race relations -- Fiction, Runaway children -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Humour, Browsing: Literature",False,1383
An Elementary Spanish Reader,"Harrison, Earl Stanley",1871,,,Spanish language -- Readers,"Browsing: Children & Young Adult Reading, Browsing: Language & Communication, Browsing: Teaching & Education, Children's Instructional Books, Language Education",False,1364
Anne of the Island,"Montgomery, L. M. (Lucy Maud)",1874,1942,,"Canada -- History -- 1914-1945 -- Fiction, Interpersonal relations -- Fiction, Nova Scotia -- History -- 20th century -- Fiction, Orphans -- Fiction, Prince Edward Island -- History -- 20th century -- Fiction, Self-perception -- Fiction, Shirley, Anne (Fictitious character) -- Fiction, Universities and colleges -- Fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: History - General, Children's Literature",False,1360
The fireside story book,"Edgeworth, Maria",1768,1849,,"Children's stories, English",,False,1358
The flying carpet,N/A,N/A,N/A,,"Children's poetry, Children's stories","Browsing: Fiction, Browsing: Literature",False,1322
Dimple Dallas : $b The further fortunes of a sweet little maid,"Blanchard, Amy Ella",1856,1926,,"Children's stories, Girls -- Conduct of life -- Juvenile fiction",,False,1316
Charlotte Temple,"Rowson, Mrs.",1762,1824,,"Betrayal -- Fiction, British -- New York (State) -- New York -- Fiction, Didactic fiction, Elopement -- Fiction, Illegitimate children -- Fiction, New York (N.Y.) -- Fiction, Psychological fiction, Runaway teenagers -- Fiction, Seduction -- Fiction, Soldiers -- Fiction, Teenage girls -- Fiction, Teenage pregnancy -- Fiction","Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature",False,1315
Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",1874,1942,,"Bildungsromans, Canada -- History -- 1867-1914 -- Fiction, Country life -- Prince Edward Island -- Fiction, Friendship -- Fiction, Girls -- Fiction, Islands -- Fiction, Orphans -- Fiction, Prince Edward Island -- History -- 20th century -- Fiction, Shirley, Anne (Fictitious character) -- Fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Browsing: Literature, Children's Literature",False,1315
Poems Every Child Should Know,N/A,N/A,N/A,,"American poetry, English poetry","Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Anthologies",False,1289
Jabberwocky,"Carroll, Lewis",1832,1898,,"Fantasy poetry, Nonsense verses","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature, Browsing: Poetry, Children's Literature",False,1288
Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore,N/A,N/A,N/A,"Ralston, William Ralston Shedden",Folklore -- Russia,"Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Other, Children's Myths, Fairy Tales, etc., Folklore",False,1286
Old Christmas: from the Sketch Book of Washington Irving,"Irving, Washington",1783,1859,,"Christmas -- England, Christmas stories, American","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Children's Picture Books, Christmas",False,1255
Black Beauty - The Autobiography of a Horse,"Sewell, Anna",1820,1878,,"Great Britain -- History -- 19th century -- Juvenile fiction, Historical fiction, Horses -- Juvenile fiction, Human-animal relationships -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Fiction, Children's Literature",False,1248
The Box-Car Children,"Warner, Gertrude Chandler",1890,1979,,"Adventure and adventurers -- Juvenile fiction, Boxcar children (Fictitious characters) -- Juvenile fiction, Children -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction, Families -- Juvenile fiction, Orphans -- Juvenile fiction, Siblings -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction",False,1239
The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,,"Courage -- Juvenile fiction, Cowardly Lion (Fictitious character) -- Juvenile fiction, Cyclones -- Juvenile fiction, Dreams -- Juvenile fiction, Fantasy literature, Gale, Dorothy (Fictitious character) -- Juvenile fiction, Good and evil -- Juvenile fiction, Home -- Juvenile fiction, Oz (Imaginary place) -- Juvenile fiction, Scarecrow (Fictitious character from Baum) -- Juvenile fiction, Tin Woodman (Fictitious character) -- Juvenile fiction, Toto (Fictitious character) -- Juvenile fiction, Witches -- Juvenile fiction, Wizard of Oz (Fictitious character) -- Juvenile fiction","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature, Browsing: Science-Fiction & Fantasy",False,1237
Märchen der Gebrüder Grimm 1,"Grimm, Jacob",1785,1863,,Fairy tales -- Germany,"Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, DE Kinderbuch",False,1233
A Child's History of the World,"Hillyer, V. M. (Virgil Mores)",1875,1931,,World history -- Juvenile literature,"Browsing: Children & Young Adult Reading, Browsing: History - General",False,1225
Sky Island,"Baum, L. Frank (Lyman Frank)",1856,1919,,"Fantasy literature, Flight -- Juvenile fiction, Islands -- Juvenile fiction, Queens -- Juvenile fiction, Voyages, Imaginary","Browsing: Children & Young Adult Reading, Browsing: Fiction, Browsing: Literature, Browsing: Science-Fiction & Fantasy",False,1221
The Tale of Benjamin Bunny,"Potter, Beatrix",1866,1943,,Rabbits -- Juvenile fiction,"Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Picture Books",False,1217
Twas the Night before Christmas: A Visit from St. Nicholas,"Moore, Clement Clarke",1779,1863,,"Children's poetry, American, Christmas -- Juvenile poetry, Narrative poetry, Santa Claus -- Juvenile poetry","Browsing: Children & Young Adult Reading, Browsing: Culture/Civilization/Society, Browsing: Poetry, Children's Picture Books, Christmas",False,1214
Favorite Fairy Tales,N/A,N/A,N/A,,Fairy tales,"Browsing: Children & Young Adult Reading, Browsing: Literature, Children's Myths, Fairy Tales, etc., Children's Picture Books",False,1213
